,Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes,DD_from_first_detection,gen_from_first_detection,DD_from_last_detection,gen_from_last_detection
89,660,LH0P50020049,2023-09-14,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
90,659,LH0P50020050,2023-09-14,,2023,Newhall,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,2.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
91,658,LH0P50020047,2023-09-14,,2023,Newhall,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
92,657,LH0P50020046,2023-09-14,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
93,656,LH0P50020045,2023-09-14,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
94,655,LH0P50020044,2023-09-14,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,56.95,0.12
95,654,LH0P50020043,2023-09-14,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.55,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1343.375668638983,2.92,10.8,0.02
96,653,LH0P50020042,2023-09-11,,2023,Santa Clarita,Los Angeles,CA,34.41,-118.56,Z. tau,Zeugodacus tau,Pepper Tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1350.3845057681033,2.94,18.31,0.04
97,652,LH0P50020041,2023-09-11,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1288.425014157511,2.81,83.4,0.18
98,651,LH0P50020040,2023-09-06,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1215.0048172428378,2.65,138.26,0.3
99,650,LH0P50020039,2023-08-28,,2023,Valencia,Los Angeles,CA,34.41,-118.58,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,9/22/2023,10/27/2023,1/7/2024,,1140.748044421864,2.48,61.1,0.13
100,649,LH0P50020038,2023-08-25,,2023,Valencia,Los Angeles,CA,34.38,-118.57,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1047.9323233463538,2.28,28.8,0.06
101,648,LH0P50020037,2023-08-24,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1034.9873734524022,2.25,15.85,0.03
102,647,LH0P50020036,2023-08-24,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1034.9873734524022,2.25,15.85,0.03
103,646,LH0P50020035,2023-08-24,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.58,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1034.9873734524022,2.25,15.85,0.03
104,645,LH0P50020034,2023-08-24,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.58,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1034.9873734524022,2.25,15.85,0.03
105,644,LH0P50020033,2023-08-24,,2023,Valencia,Los Angeles,CA,34.39,-118.57,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1034.9873734524022,2.25,30.36,0.07
106,643,LH0P50020032,2023-08-23,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1019.1337736370334,2.22,14.51,0.03
107,642,LH0P50020031,2023-08-23,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,1019.1337736370334,2.22,35.21,0.08
108,641,LH0P50020030,2023-08-21,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,994.4326250698338,2.17,55.97,0.12
109,640,LH0P50020029,2023-08-21,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,994.4326250698338,2.17,10.51,0.02
110,639,LH0P50020028,2023-08-21,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,994.4326250698338,2.17,10.51,0.02
111,638,LH0P50020027,2023-08-21,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.58,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,994.4326250698338,2.17,10.51,0.02
112,637,LH0P50020026,2023-08-18,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,956.0258764507543,2.08,17.56,0.04
113,636,LH0P50020024,2023-08-18,,2023,Santa Clarita,Los Angeles,CA,34.38,-118.56,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01.01,23CA-ANG01.01,Jackson,,,,,,,969.2362328136351,2.11,88.2,0.19
40,709,LH0P50020023,2023-08-14,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Fig,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,9/7/2023,10/7/2023,11/20/2023,,884.2449763347873,1.93,51.93,0.11
41,708,LH0P50020022,2023-08-11,,2023,Newhall,Los Angeles,CA,34.38,-118.57,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,843.8539786007176,1.84,11.54,0.03
42,707,LH0P50020021,2023-08-11,,2023,Stevenson Ranch,Los Angeles,CA,34.37,-118.59,Z. tau,Zeugodacus tau,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,,,,,843.8539786007176,1.84,25.5,0.06
43,706,LH0P50020010,2023-08-10,,2023,Stevenson Ranch,Los Angeles,CA,34.37,-118.58,Z. tau,Zeugodacus tau,Ornamental tree,2.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,832.318828759409,1.81,13.96,0.03
44,705,LH0P50020009,2023-08-10,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Apple,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,832.318828759409,1.81,13.96,0.03
45,704,LH0P50020008,2023-08-10,,2023,Valencia,Los Angeles,CA,34.42,-118.57,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,868.2353533627515,1.89,14.94,0.03
46,703,LH0P50020007,2023-08-10,,2023,Santa Clarita,Los Angeles,CA,34.39,-118.56,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,842.2840898692991,1.83,26.84,0.06
47,702,LH0P50018199,2023-08-09,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.57,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,818.3557786037694,1.78,42.52,0.09
48,701,LH0P50018198,2023-08-07,,2023,Valencia,Los Angeles,CA,34.4,-118.58,Z. tau,Zeugodacus tau,oak tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,825.7196546055798,1.8,61.92,0.13
49,700,LH0P50018193,2023-08-07,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,792.0789798214206,1.72,16.25,0.04
50,699,LH0P50018194,2023-08-07,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Ornamental Pear,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,792.0789798214206,1.72,16.25,0.04
51,698,LH0P50018195,2023-08-07,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,oak tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,792.0789798214206,1.72,16.25,0.04
52,697,LH0P50018196,2023-08-07,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental Pear,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,792.0789798214206,1.72,16.25,0.04
53,696,LH0P50018197,2023-08-07,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.58,Z. tau,Zeugodacus tau,Pepper Tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,792.0789798214206,1.72,16.25,0.04
54,695,LH0P50020006,2023-08-04,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,744.4100318004856,1.62,13.25,0.03
55,694,LH0P50020005,2023-08-04,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,744.4100318004856,1.62,13.25,0.03
56,693,LH0P50020004,2023-08-04,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,744.4100318004856,1.62,13.25,0.03
57,692,LH0P50020003,2023-08-04,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.6,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,744.4100318004856,1.62,13.25,0.03
58,691,LH0P50020002,2023-08-04,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,744.4100318004856,1.62,27.4,0.06
59,690,LH0P50018160,2023-08-03,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,,,,,731.1613828899632,1.59,179.8,0.39
60,689,LH0P50018157,2023-07-25,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.6,Z. tau,Zeugodacus tau,Persimmon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/17/2023,9/11/2023,10/14/2023,,569.9395882656346,1.24,18.58,0.04
61,688,LH0P50018156,2023-07-25,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Peach,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/17/2023,9/11/2023,10/14/2023,,569.9395882656346,1.24,35.77,0.08
62,687,LH0P50018155,2023-07-24,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Fig,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/17/2023,9/11/2023,10/14/2023,,551.3614897014867,1.2,125.39,0.27
63,686,LH0P50018154,2023-07-24,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.59,Z. tau,Zeugodacus tau,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/14/2023,9/8/2023,10/9/2023,,551.3614897014867,1.2,17.19,0.04
64,685,LH0P50018153,2023-07-18,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/9/2023,9/4/2023,10/3/2023,,444.47444223902323,0.97,37.41,0.08
65,684,LH0P50018190,2023-07-17,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Apple,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/6/2023,8/31/2023,9/28/2023,,425.9664930965672,0.93,69.65,0.15
66,683,LH0P50018152,2023-07-14,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.6,Z. tau,Zeugodacus tau,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,8/5/2023,8/30/2023,9/27/2023,,372.0970464946994,0.81,15.78,0.03
67,682,LH0P50018151,2023-07-14,,2023,Stevenson Ranch,Los Angeles,CA,34.38,-118.6,Z. tau,Zeugodacus tau,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/5/2023,8/30/2023,9/27/2023,,372.0970464946994,0.81,31.62,0.07
68,681,LH0P50018150,2023-07-13,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.6,Z. tau,Zeugodacus tau,Lemon,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/4/2023,8/29/2023,9/26/2023,,356.31714758417695,0.78,15.84,0.03
69,680,LH0P50018149,2023-07-13,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Magnolia,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,Jackson,,,8/4/2023,8/29/2023,9/26/2023,,356.31714758417695,0.78,43.86,0.1
70,679,LH0P50018148,2023-07-11,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,8/2/2023,8/27/2023,9/24/2023,,325.97179821512793,0.71,13.52,0.03
71,678,LH0P50018147,2023-07-11,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.6,Z. tau,Zeugodacus tau,Lemon,,1.0,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,8/2/2023,8/27/2023,9/24/2023,,325.97179821512793,0.71,13.52,0.03
72,677,LH0P50018146,2023-07-11,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,8/1/2023,8/27/2023,9/23/2023,,325.97179821512793,0.71,24.85,0.05
73,676,LH0P50010044,2023-07-10,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,1.0,,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,7/31/2023,8/26/2023,9/22/2023,,312.45374870798685,0.68,41.77,0.09
74,675,LH0P50010043,2023-07-10,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,,1.0,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,7/31/2023,8/25/2023,9/21/2023,,312.45374870798685,0.68,11.33,0.02
75,674,LH0P50018145,2023-07-07,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,2.0,2.0,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,7/30/2023,8/24/2023,9/20/2023,,280.7889997150669,0.61,21.61,0.05
76,673,LH0P50018144,2023-07-06,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,4.0,2.0,,,,Adult,Quarantine,,,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,7/30/2023,8/24/2023,9/19/2023,,270.6885002949009,0.59,270.69,0.59
77,672,LH0P50010042,2023-07-06,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Ornamental tree,1.0,,,,,Adult,Quarantine,,23CA-E02-F03,23CA-ANG01.01,23CA-ANG01.01,Melon Fly,,,7/30/2023,8/24/2023,9/19/2023,,270.6885002949009,0.59,11.51,0.03
78,671,LH0P50010041,2023-07-06,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Plum,,1.0,,,,Adult,Quarantine,2 - High,23CA-E02-F02,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,7/30/2023,8/24/2023,9/19/2023,,270.6885002949009,0.59,11.51,0.03
79,670,LH0P50010021,2023-06-07,,2023,Stevenson Ranch,Los Angeles,CA,34.39,-118.59,Z. tau,Zeugodacus tau,Fig,,1.0,,,,Adult,Quarantine,,23CA-E02-F01,23CA-ANG01.01,23CA-ANG01.01,McPhail,,,7/13/2023,8/7/2023,9/1/2023,,0.0,0.0,,
596,153,RS0P70005291,2024-03-27,,2024,Redlands,San Bernardino,CA,34.05,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,6/5/2024,7/12/2024,8/13/2024,,1252.1255941214558,2.0,68.18,0.11
597,152,RS0P70005290,2024-03-11,,2024,Mentone,San Bernardino,CA,34.08,-117.1,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,"Old, Lost Trap found",1117.4128164011327,1.79,15.27,0.02
598,151,RS0P70005289,2024-03-07,,2024,Redlands,San Bernardino,CA,34.03,-117.17,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,1239.426825925609,1.98,28.69,0.05
599,150,RS0P70005288,2024-02-29,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Shade Tree,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,1154.2673002187157,1.85,78.94,0.13
600,149,RS0P70005285,2024-02-05,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,1078.0185157454755,1.72,6.71,0.01
601,148,RS0P70005284,2024-02-02,,2024,Redlands,San Bernardino,CA,34.05,-117.22,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,1143.058591698761,1.83,9.41,0.02
602,147,RS0P70005282,2024-02-01,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,1071.31139125488,1.71,6.95,0.01
603,146,RS0P70005283,2024-02-01,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,,2.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,1071.31139125488,1.71,33.86,0.05
604,145,RS0P70005281,2024-01-29,,2024,Redlands,San Bernardino,CA,34.06,-117.13,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,1046.5128926243563,1.67,26.44,0.04
605,144,RS0P70005280,2024-01-25,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,1022.0959655463685,1.64,27.13,0.04
606,143,RS0P70005279,2024-01-19,,2024,Redlands,San Bernardino,CA,34.04,-117.2,OFF,Bactrocera dorsalis,Lemon,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,1060.685525012063,1.7,28.13,0.05
607,142,RS0P70005278,2024-01-12,,2024,Redlands,San Bernardino,CA,34.04,-117.18,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,1019.9712821646967,1.63,6.14,0.01
608,141,RS0P70005277,2024-01-09,,2024,Redlands,San Bernardino,CA,34.05,-117.15,OFF,Bactrocera dorsalis,Grapefruit,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,1015.1201960442448,1.62,11.59,0.02
609,140,RS0P70005276,2024-01-04,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Avocado,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,4/22/2024,6/15/2024,7/21/2024,,922.3171750117841,1.48,18.4,0.03
610,139,RS0P70005275,2023-12-29,,2024,Redlands,San Bernardino,CA,34.06,-117.18,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,987.5177627991445,1.58,14.64,0.02
611,138,RS0P70005274,2023-12-27,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,938.8860311505841,1.5,4.97,0.01
612,137,RS0P70005273,2023-12-27,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,899.2751798593746,1.44,4.74,0.01
613,136,RS0P70005272,2023-12-27,,2024,Redlands,San Bernardino,CA,34.05,-117.2,OFF,Bactrocera dorsalis,Calamondin,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,989.707970141692,1.58,5.01,0.01
614,135,RS0P70005271,2023-12-27,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,977.9033250524512,1.56,9.46,0.02
615,134,RS0P70005270,2023-12-26,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,Jackson,,,,,,,933.9188007668832,1.49,4.13,0.01
616,133,RS0P70005269,2023-12-26,,2024,Yucaipa,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.08,23CA-BER01.01,McPhail,,,,,,,933.9188007668832,1.49,18.05,0.03
567,182,RS0P70005268,2023-12-22,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,Jackson,,,,,,,921.6488162794442,1.47,17.03,0.03
568,181,RS0P70005267,2023-12-20,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Orange,1.0,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,McPhail,,,,,,,945.4367780102206,1.51,22.62,0.04
569,180,RS0P70005265,2023-12-20,,2024,Redlands,San Bernardino,CA,34.05,-117.17,OFF,Bactrocera dorsalis,Lemon,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,McPhail,,,,,,,945.4367780102206,1.51,5.65,0.01
570,179,RS0P70005266,2023-12-20,,2024,Redlands,San Bernardino,CA,34.03,-117.17,OFF,Bactrocera dorsalis,Orange,,1.0,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.07,23CA-BER01.01,McPhail,,,,,,,945.4367780102206,1.51,5.65,0.01
