Entry Number,Detection Code,Date,Month,FY,City,County,State,LAT,LON,Common Name,Sci Name ,Host Plant Name,Male,Female (Unmated),Female (mated),Adult (unknown sex),Larvae,Stage,Fly Status,Priority,Eradication Code,Quarantine,Cluster,Trap,Location,Ratio Sterile:Wild,1 Fly Life Cycle,2 Fly Life Cycle,3 Fly Life Cycle,Notes
417,RS0P70005094,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
416,RS0P70005096,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
415,RS0P70005093,10/30/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
414,RS0P70005092,10/30/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
413,RS0P70005097,10/30/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
412,RS0P70005080,10/30/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
411,RS0P70005079,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,3,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
410,RS0P70005078,10/30/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
409,RS0P70005077,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
408,RS0P70005091,10/30/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.09,OFF,Bactrocera dorsalis,Sapote,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
407,RS0P70005076,10/30/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.19,OFF,Bactrocera dorsalis,Tangerine,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
406,RS0P70005075,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
405,RS0P70005074,10/30/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,5,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
404,RS0P70005040,10/27/2023,,2024,Moreno Valley,Riverside,CA,33.93,-117.23,OFF,Bactrocera dorsalis,Persimmon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
403,RS0P70005039,10/27/2023,,2024,Redlands,San Bernardino,CA,34.08,-117.18,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
402,RS0P70005071,10/27/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
401,RS0P70005072,10/27/2023,,2024,San Bernardino,San Bernardino,CA,34.08,-117.24,OFF,Bactrocera dorsalis,Guava,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
400,RS0P70005081,10/27/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,,3,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
399,RS0P70005073,10/27/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
398,RS0P70005083,10/27/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,3,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
397,RS0P70005082,10/27/2023,,2024,San Bernardino,San Bernardino,CA,34.12,-117.26,OFF,Bactrocera dorsalis,Kumquat,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
396,RS0P80000021,10/27/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
395,RS0P70005084,10/27/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Mexican Guava,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
394,RS0P80000022,10/27/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,2/14/2024,5/11/2024,6/28/2024,
393,RS0P70005034,10/26/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.07,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
392,RS0P70005035,10/26/2023,,2024,Moreno Valley,Riverside,CA,33.94,-117.18,OFF,Bactrocera dorsalis,Olive,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
391,RS0P70005036,10/26/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.09,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
390,RS0P70005037,10/26/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.16,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
389,RS0P70005038,10/26/2023,,2024,Redlands,Riverside,CA,34,-117.16,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
388,RS0P70005032,10/24/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.2,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
387,RS0P70005057,10/24/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.12,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
386,RS0P50040679,10/24/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
385,RS0P70005028,10/24/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
384,RS0P70005029,10/24/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
383,RS0P70005030,10/24/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Asian Pear,1,2,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
382,RS0P70005031,10/24/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.21,OFF,Bactrocera dorsalis,Grapefruit,2,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
381,RS0P70005033,10/24/2023,,2024,Yucaipa,San Bernardino,CA,34.04,-117.1,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
380,RS0P70005047,10/24/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
379,RS0P70005048,10/24/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Fig,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
378,RS0P70005049,10/24/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.21,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
377,RS0P70005050,10/24/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.11,OFF,Bactrocera dorsalis,Pineapple guava,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
376,RS0P70005052,10/24/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
375,RS0P70005053,10/24/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
374,RS0P70005054,10/24/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
373,RS0P70005055,10/24/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
372,RS0P70005056,10/24/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Avocado,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
371,RS0P70005058,10/24/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
370,RS0P70005059,10/24/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.12,OFF,Bactrocera dorsalis,Olive,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
369,RS0P70005060,10/24/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
368,RS0P70005023,10/19/2023,,2024,Yucaipa,San Bernardino,CA,34.04,-117.07,OFF,Bactrocera dorsalis,Blueberry Tree,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
367,RS0P70005024,10/19/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.19,OFF,Bactrocera dorsalis,Persimmon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
366,RS0P70005021,10/19/2023,,2024,Highland,San Bernardino,CA,34.11,-117.17,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
365,RS0P70005025,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
364,RS0P70005027,10/19/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
363,RS0P70005044,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
362,RS0P70005042,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
361,RS0P70005041,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,11,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
360,RS0P70005026,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,5,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
359,RS0P70005043,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,5,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
358,RS0P70005046,10/19/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
357,RS0P70005022,10/19/2023,,2024,Yucaipa,San Bernardino,CA,34.04,-117.08,OFF,Bactrocera dorsalis,Ornamental Plum,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
356,RS0P70005020,10/18/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.16,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
355,RS0P70005019,10/18/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
354,RS0P70005018,10/18/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
353,RS0P70005001,10/17/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
352,RS0P70005002,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lemon,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
351,RS0P70005003,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
350,RS0P70005004,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,5,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
349,RS0P70005005,10/17/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Fig,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
348,RS0P70005006,10/17/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.12,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
347,RS0P70005007,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
346,RS0P70005008,10/17/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
345,RS0P70005009,10/17/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
344,RS0P70005010,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Lime,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
343,RS0P70005011,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,3,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
342,RS0P70005012,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
341,RS0P70005013,10/17/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
340,RS0P70005014,10/17/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
339,RS0P70005015,10/17/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
338,RS0P70005016,10/17/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Orange,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
337,RS0P70005017,10/17/2023,,2024,Mentone,San Bernardino,CA,34.06,-117.12,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
336,RS0P50040648,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
335,RS0P50040649,10/16/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Avocado,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
334,RS0P50040650,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.13,OFF,Bactrocera dorsalis,Asian Pear,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
333,RS0P50040655,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Grapefruit,,2,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
332,RS0P50040651,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
331,RS0P50040656,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Shade Tree,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
330,RS0P50040674,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
329,RS0P50040675,10/16/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Guava,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
328,RS0P50040676,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Olive,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
327,RS0P50040677,10/16/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Grapefruit,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
326,RS0P50040678,10/16/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.15,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,,,,
325,RS0P50040671,10/16/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
324,RS0P50040672,10/16/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.14,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
323,RS0P50040673,10/16/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.14,OFF,Bactrocera dorsalis,Olive,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
322,RS0P50040667,10/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.15,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,McPhail,,,1/13/2024,4/26/2024,6/18/2024,
321,RS0P50040664,10/13/2023,,2024,Mentone,San Bernardino,CA,34.08,-117.14,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
320,RS0P50040665,10/13/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.14,OFF,Bactrocera dorsalis,Kumquat,,,,,5,Larva,Quarantine,3 - Low,,23CA-BER01.01.02,23CA-BER01.01,,,,,,,
319,RS0P50040666,10/13/2023,,2024,Redlands,San Bernardino,CA,34.05,-117.18,OFF,Bactrocera dorsalis,Kumquat,2,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
318,RS0P50040668,10/13/2023,,2024,Redlands,San Bernardino,CA,34.08,-117.19,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.02,23CA-BER01.01,Jackson,,,,,,
317,RS0P50040669,10/13/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Fig,,,,,3,Larva,Quarantine,2 - Medium,,23CA-BER01.01.02,23CA-BER01.01,,,,,,,
316,RS0P70005192,11/8/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.06,OFF,Bactrocera dorsalis,Kumquat,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
315,RS0P70005191,11/8/2023,,2024,Yucaipa,San Bernardino,CA,34.01,-117.05,OFF,Bactrocera dorsalis,Grapefruit,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
314,RS0P70005193,11/8/2023,,2024,Colton,San Bernardino,CA,33.99,-117.23,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
313,RS0P70005144,11/7/2023,,2024,Redlands,San Bernardino,CA,34.04,-117.13,OFF,Bactrocera dorsalis,Orange,,1,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,McPhail,,,,,,
312,RS0P70005146,11/7/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.06,OFF,Bactrocera dorsalis,Persimmon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
311,RS0P70005145,11/7/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.16,OFF,Bactrocera dorsalis,Shade Tree,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
310,RS0P70005143,11/7/2023,,2024,Yucaipa,San Bernardino,CA,34.02,-117.07,OFF,Bactrocera dorsalis,Orange,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
309,RS0P70005066,11/6/2023,,2024,Redlands,San Bernardino,CA,34.02,-117.13,OFF,Bactrocera dorsalis,Kumquat,,,,,2,Larva,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,,,,,,,
308,RS0P70005142,11/6/2023,,2024,Yucaipa,San Bernardino,CA,34.03,-117.11,OFF,Bactrocera dorsalis,Pineapple guava,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
307,RS0P70005141,11/6/2023,,2024,Redlands,San Bernardino,CA,34.06,-117.2,OFF,Bactrocera dorsalis,Lime,1,,,,,Adult,Quarantine,2 - Medium,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
306,RS0P70005107,11/3/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Avocado,1,,,,,Adult,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
305,RS0P70005064,11/3/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Orange,,,,,4,Larva,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,,,,,,,
304,RS0P70005065,11/3/2023,,2024,Redlands,San Bernardino,CA,34.03,-117.15,OFF,Bactrocera dorsalis,Grapefruit,,,,,13,Larva,Quarantine,3 - Low,,23CA-BER01.01.03,23CA-BER01.01,,,,,,,
303,RS0P70005125,11/3/2023,,2024,Highland,San Bernardino,CA,34.12,-117.17,OFF,Bactrocera dorsalis,Lemon,1,,,,,Adult,Quarantine,,,23CA-BER01.01.03,23CA-BER01.01,Jackson,,,,,,
